362.05%|18.60%|186MiB|1000MiB|project-sb-webflux-1
362.05%|18.60%|186MiB|1000MiB|project-sb-webflux-1
400.26%|19.82%|198.2MiB|1000MiB|project-sb-webflux-1
400.26%|19.82%|198.2MiB|1000MiB|project-sb-webflux-1
409.68%|21.37%|213.7MiB|1000MiB|project-sb-webflux-1
409.68%|21.37%|213.7MiB|1000MiB|project-sb-webflux-1
415.35%|25.85%|258.5MiB|1000MiB|project-sb-webflux-1
415.35%|25.85%|258.5MiB|1000MiB|project-sb-webflux-1
417.61%|25.17%|251.7MiB|1000MiB|project-sb-webflux-1
417.61%|25.17%|251.7MiB|1000MiB|project-sb-webflux-1
424.65%|26.04%|260.4MiB|1000MiB|project-sb-webflux-1
424.65%|26.04%|260.4MiB|1000MiB|project-sb-webflux-1
415.18%|25.58%|255.8MiB|1000MiB|project-sb-webflux-1
415.18%|25.58%|255.8MiB|1000MiB|project-sb-webflux-1
406.21%|25.82%|258.2MiB|1000MiB|project-sb-webflux-1
406.21%|25.82%|258.2MiB|1000MiB|project-sb-webflux-1
400.63%|25.86%|258.6MiB|1000MiB|project-sb-webflux-1
400.63%|25.86%|258.6MiB|1000MiB|project-sb-webflux-1
419.94%|25.92%|259.2MiB|1000MiB|project-sb-webflux-1
419.94%|25.92%|259.2MiB|1000MiB|project-sb-webflux-1
417.24%|26.00%|260MiB|1000MiB|project-sb-webflux-1
417.24%|26.00%|260MiB|1000MiB|project-sb-webflux-1
412.57%|25.99%|259.9MiB|1000MiB|project-sb-webflux-1
412.57%|25.99%|259.9MiB|1000MiB|project-sb-webflux-1
429.20%|25.40%|254MiB|1000MiB|project-sb-webflux-1
429.20%|25.40%|254MiB|1000MiB|project-sb-webflux-1
429.11%|25.40%|254MiB|1000MiB|project-sb-webflux-1
429.11%|25.40%|254MiB|1000MiB|project-sb-webflux-1
435.21%|25.40%|254MiB|1000MiB|project-sb-webflux-1
435.21%|25.40%|254MiB|1000MiB|project-sb-webflux-1
436.57%|25.40%|254MiB|1000MiB|project-sb-webflux-1
436.57%|25.40%|254MiB|1000MiB|project-sb-webflux-1
406.45%|25.40%|254MiB|1000MiB|project-sb-webflux-1
406.45%|25.40%|254MiB|1000MiB|project-sb-webflux-1
423.56%|25.40%|254MiB|1000MiB|project-sb-webflux-1
423.56%|25.40%|254MiB|1000MiB|project-sb-webflux-1
411.63%|25.40%|254MiB|1000MiB|project-sb-webflux-1
411.63%|25.40%|254MiB|1000MiB|project-sb-webflux-1
430.39%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
430.39%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
420.51%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
420.51%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
416.67%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
416.67%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
430.75%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
430.75%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
424.63%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
424.63%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
407.38%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
407.38%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
429.23%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
429.23%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
425.71%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
425.71%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
415.33%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
415.33%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
432.65%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
432.65%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
421.87%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
421.87%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
427.82%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
427.82%|25.41%|254.1MiB|1000MiB|project-sb-webflux-1
